createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
05/11/2022 14:53:11,motionshot,11,9mm,0,v0.96.6.1-3717,76.92308,88,77,100,43,29,90,100,71,877.490750929889,974.446405029297,718.908664279514,727.889775594076,843.62958984375,898.345916748047,977.390655517578,939.342926025391,903.84232711792,68,78,1.00135982,60,
05/11/2022 14:52:03,motionshot,11,9mm,0,v0.96.6.1-3717,73.8095245,67,77,85,100,12,60,88,89,836.734389614051,691.290391710069,629.089320591518,826.127156575521,758.778137207031,1038.80873801492,934.633422851563,901.223709106445,930.448780406605,72,84,1.03464282,62,
05/11/2022 14:50:56,motionshot,11,9mm,0,v0.96.6.1-3717,74.07407,57,88,82,89,86,86,75,50,872.852433148552,837.04355875651,818.25254313151,839.808767700195,791.287229097807,925.346484375,802.334564208984,967.793533325195,983.144088745117,68,81,1.00140107,60,
05/11/2022 14:49:49,motionshot,11,9mm,0,v0.96.6.1-3717,72.2891541,43,83,85,78,86,77,78,42,849.989019775391,912.230538504464,610.414524623326,799.078774192117,853.295365767045,927.729868570964,835.072326660156,958.346594238281,895.503377278646,70,83,1.00123632,60,
05/10/2022 15:45:46,motionshot,11,9mm,0,v0.96.6.1-3717,73.62637,75,90,62,80,75,85,62,64,801.796307125607,722.238176618304,741.710859026228,708.681652832031,674.642105102539,918.381338936942,838.033576117622,882.302795410156,868.962563254617,74,91,1.11824,67,
05/10/2022 15:44:23,motionshot,11,9mm,0,v0.96.6.1-3717,71.02804,62,100,59,85,58,47,100,79,717.221760577466,559.025313157302,606.048763020833,613.537221272786,656.525824913612,944.974967956543,983.837921142578,947.045523507254,831.781194513494,84,107,1.26852345,76,
05/10/2022 15:43:07,motionshot,11,9mm,0,v0.96.6.1-3717,71.1111145,89,73,78,78,75,73,64,53,823.376552157932,709.312080383301,719.647132873535,783.546997070313,688.301734924316,820.278677804129,838.868937174479,1146.34566650391,957.05917635831,72,90,1.06816244,64,
05/10/2022 15:41:51,motionshot,11,9mm,0,v0.96.6.1-3717,75,78,45,78,82,71,93,83,60,829.521127065023,755.123517717634,715.487335205078,777.046206387607,692.688842773438,898.072870427912,812.999877929688,935.711948939732,954.6822378976,72,84,1.05155027,63,
05/10/2022 15:39:19,motionshot,11,9mm,0,v0.96.6.1-3717,76.0563354,50,67,100,56,83,86,78,82,927.254198074341,775.32676188151,944.016748046875,771.420619419643,800.534413655599,1055.77662541316,862.276153564453,966.433555603027,990.893623860677,64,71,0.9012859,54,
07/08/2021 18:39:31,motionshot,1,Shadow,0,v0.96.6.1-3717,68.1818161,77,86,68,67,44,62,58,71,730.605559558403,685.158469460227,589.922008167614,686.888760884603,652.970935528095,847.991970486111,898.959676106771,910.99974822998,736.566630045573,82,110,1.2515074,75,
